Complaint ID,Complaint Text,Category
1462,Paytm - The app is frequently logging me out during payment.,Slow App Performance
1463,Refund has not been processed even after several days.,UPI Transfer Failure
1464,The app takes too long to load transaction history.,Card Linking Issue
1465,The app takes too long to load transaction history.,Account Blocked
1466,Paytm - The wallet top-up was not reflected in my balance.,App Login Failure
1467,Unable to link my debit card to the Paytm app.,Money Deducted Without Confirmation
1468,The card linking process is stuck and does not complete.,App Login Failure
1469,Merchant payment failed but wallet shows balance deduction.,KYC Issues
1470,The app is running very slow while loading the home page.,KYC Issues
1471,Repeated transaction failure while paying electricity bill.,UPI Transfer Failure
1472,My Paytm account is blocked without any explanation.,Payment Gateway Error
1473,Customer support closed the complaint without solving the issue.,Incorrect Bill Payment
1474,Paytm - Incorrect bill payment recorded despite entering correct details.,Failed Transaction
1475,Paytm - The card linking process is stuck and does not complete.,Slow App Performance
1476,Unable to complete KYC verification on Paytm app.,App Login Failure
1477,KYC verification keeps getting rejected without clear reason.,KYC Issues
1478,Unable to complete KYC verification on Paytm app.,Account Blocked
1479,The wallet top-up was not reflected in my balance.,Incorrect Recharge
1480,The promo code was rejected even though it was valid.,Promo Code Not Applied
1481,Unable to set UPI PIN due to app crash during verification.,Refund Delay
1482,Unable to link my debit card to the Paytm app.,Merchant Payment Failure
1483,Paytm - The transaction failed but the refund has not yet been processed.,Incorrect Recharge
1484,UPI transfer failed but money was deducted from my account.,Refund Delay
1485,Paytm - The wallet balance is not updating after adding money.,Incorrect Recharge
1486,Unable to complete KYC verification on Paytm app.,Slow App Performance
1487,Unable to link my debit card to the Paytm app.,Refund Delay
1488,Paytm - Refund has not been processed even after several days.,Customer Support Delay
1489,Unable to complete KYC verification on Paytm app.,QR Code Not Scanning
1490,The wallet was debited twice for a single payment.,UPI Transfer Failure
1491,Bill payment failed but the amount was still deducted.,App Login Failure
1492,Paytm - The wallet was debited twice for a single payment.,KYC Issues
1493,QR code scanning is not working properly with the latest app version.,Customer Support Delay
1494,The money was deducted but payment confirmation was not received.,Customer Support Delay
1495,The payment reversal has not been processed yet.,Duplicate Transaction
1496,Merchant payment failed but wallet shows balance deduction.,Slow App Performance
1497,Repeated transaction failure while paying electricity bill.,Duplicate Transaction
1498,Unable to link my debit card to the Paytm app.,App Login Failure
1499,Customer support is not responding to my complaint.,Account Blocked
1500,The payment reversal has not been processed yet.,QR Code Not Scanning
1501,The app takes too long to load transaction history.,Slow App Performance
1502,Refund processed partially instead of full amount.,Refund Delay
1503,Payment to merchant failed but wallet balance was deducted.,App Login Failure
1504,Transaction details disappeared from my history after payment.,Merchant Payment Failure
1505,The promo code was rejected even though it was valid.,Customer Support Delay
1506,Paytm - Bill payment failed but the amount was still deducted.,UPI Transfer Failure
1507,Unable to set UPI PIN due to app crash during verification.,UPI Transfer Failure
1508,Unable to set UPI PIN due to app crash during verification.,Payment Gateway Error
1509,Bill payment failed but the amount was still deducted.,Payment Reversal Issue
1510,Customer support closed the complaint without solving the issue.,QR Code Not Scanning
1511,Paytm - The promo code was rejected even though it was valid.,Account Blocked
1512,Unable to set UPI PIN due to app crash during verification.,Duplicate Transaction
1513,The payment reversal has not been processed yet.,Failed Transaction
1514,The app is frequently logging me out during payment.,Duplicate Transaction
1515,UPI transaction shows success but the recipient did not receive the money.,Customer Support Delay
1516,Repeated transaction failure while paying electricity bill.,App Login Failure
1517,I am not able to log in to my Paytm account.,App Crash Issue
1518,Paytm - UPI transaction shows success but the recipient did not receive the money.,Refund Delay
1519,UPI transfer failed but money was deducted from my account.,Money Deducted Without Confirmation
1520,Paytm - Incorrect bill payment recorded despite entering correct details.,Customer Support Delay
1521,I am not able to log in to my Paytm account.,Incorrect Recharge
1522,Merchant payment failed but wallet shows balance deduction.,Card Linking Issue
1523,The app is running very slow while loading the home page.,Promo Code Not Applied
1524,Paytm - Recharge amount was deducted but the service was not activated.,Wallet Balance Issue
1525,Paytm - KYC verification keeps getting rejected without clear reason.,Incorrect Recharge
1526,Paytm - My promo code was not applied during the transaction.,KYC Issues
1527,Transaction failed but the amount was deducted from my bank account.,App Crash Issue
1528,Unable to complete KYC verification on Paytm app.,QR Code Not Scanning
1529,The app is frequently logging me out during payment.,App Login Failure
1530,Merchant payment failed but wallet shows balance deduction.,App Crash Issue
1531,The app failed to update wallet balance after payment.,Incorrect Recharge
1532,Payment to merchant failed but wallet balance was deducted.,Wallet Balance Issue
1533,My Paytm account is blocked without any explanation.,Failed Transaction
1534,Duplicate payment was processed for the same bill.,Customer Support Delay
1535,The wallet was debited twice for a single payment.,Duplicate Transaction
1536,Unable to link my debit card to the Paytm app.,App Login Failure
1537,The card linking process is stuck and does not complete.,Payment Gateway Error
1538,Paytm - Duplicate payment was processed for the same bill.,KYC Issues
1539,The recharge was done for the wrong mobile number.,Promo Code Not Applied
1540,Paytm - The transaction failed but the refund has not yet been processed.,Payment Reversal Issue
1541,Paytm - The payment reversal has not been processed yet.,UPI Transfer Failure
1542,Duplicate payment was processed for the same bill.,Promo Code Not Applied
1543,Paytm - The card linking process is stuck and does not complete.,QR Code Not Scanning
1544,I am not able to log in to my Paytm account.,Duplicate Transaction
